SPECIES,STRAIN,ASMID,LOCUSTAG,BUSCO_LINEAGE,TRANSL_TABLE,NCBI_TAXONID,GENOME
Debaryomyces hansenii,CDA1,CDA1_20250504,AC24UF,saccharomycetes_odb12,12,,test_run/genome/CDA1_20250504.fa.gz
